site,context,date,call type,syntax,dB,length,position,duration,break,disttomax,peak freq(max),min freq(max),max freq(max),bandw(max),entropy(max),hnr(max),row_id,num.cach,coder,min,:,sec,comment,quality,context_comment,start time,end time,length-position,Location
W1,easo,20190226,hd,1h5d,-33,6,3,0.076,0.04,0.07,4300,4170,4990,810,0.486,12.34,3273,,HJ,0,:,27.88,,,,27.875,27.95,3,NDSP
W1,easo,20190226,hd,1h5d,-33,6,4,0.084,0.053,0.06,4000,3440,5250,1800,0.498,13.05,3274,,HJ,0,:,28.01,,,,28.006,28.09,2,NDSP
W1,easo,20190226,hd,1h7d,-33,8,2,0.084,.,0.05,4650,3480,5380,1890,0.452,12.87,3275,,HJ,0,:,35.63,,,,35.631,35.72,6,NDSP
W1,easo,20190226,hd,1h7d,-33,8,3,0.084,0.034,0.05,4560,3960,5340,1370,0.458,11.85,3276,,HJ,0,:,35.75,,,,35.75,35.83,5,NDSP
W1,easo,20190226,hd,1h7d,-33,8,4,0.087,0.036,0.06,4600,3480,5290,1800,0.499,11.18,3277,,HJ,0,:,35.87,,,,35.87,35.96,4,NDSP
W1,easo,20190226,hd,1h7d,-33,8,5,0.092,0.046,0.07,4520,3350,5250,1890,0.482,11.21,3278,,HJ,0,:,36,,,,36.003,36.1,3,NDSP
W1,easo,20190226,hd,1h7d,-33,8,6,0.087,0.036,0.06,4950,3270,5120,1850,0.493,13.31,3279,,HJ,0,:,36.13,,,,36.133,36.22,2,NDSP
W1,easo,20190226,hd,1h7d,-33,8,7,0.085,0.046,0.06,4560,3400,4730,1330,0.446,12.39,3280,,HJ,0,:,36.27,,,,36.266,36.35,1,NDSP
W1,easo,20190226,hd,1h7d,-33,8,8,0.087,0.047,0.04,3870,3740,5640,1890,0.527,14.9,3281,,HJ,0,:,36.4,,,,36.4,36.49,0,NDSP
W1,easo,20190226,hd,1h4d,-30,5,3,0.084,0.036,0.06,5080,3350,5250,1890,0.493,15.75,3282,,HJ,0,:,43.1,,,,43.099,43.18,2,NDSP
W1,easo,20190226,hd,1h4d,-30,5,4,0.085,0.046,0.04,4520,3830,5250,1420,0.486,15.31,3283,,HJ,0,:,43.23,,,,43.229,43.32,1,NDSP
W1,easo,20190226,hd,1h4d,-30,5,5,0.084,0.055,0.04,4470,3310,5640,2320,0.504,12.1,3284,,HJ,0,:,43.37,,,,43.37,43.45,0,NDSP
W1,food,20190127,hd,1h5d,-33,6,2,0.101,.,0.08,5160,3780,6150,2360,0.516,12.91,3285,,HJ,1,:,45.8,,,,105.803,105.9,4,NDSP
W1,food,20190127,hd,1h5d,-33,6,3,0.107,0.047,0.06,4470,3480,5380,1890,0.524,13.81,3286,,HJ,1,:,45.95,,,,105.952,106.06,3,NDSP
W1,food,20190127,hd,1h5d,-33,6,4,0.101,0.043,0.03,4520,3960,5340,1370,0.512,11.66,3287,,HJ,1,:,46.1,,,,106.103,106.21,2,NDSP
W1,food,20190127,hd,1h5d,-33,6,5,0.098,0.043,0.03,4470,3870,5290,1420,0.534,11.76,3288,,HJ,1,:,46.25,,,,106.248,106.35,1,NDSP
W1,food,20190127,hd,1h5d,-33,6,6,0.092,0.046,0.06,4170,3530,6070,2540,0.55,13.57,3289,,HJ,1,:,46.39,,,,106.393,106.49,0,NDSP
W1,food,20190127,d,3d,-33,3,2,0.095,0.069,0.06,4300,3700,5030,1330,0.611,8.96,3290,,HJ,1,:,47.3,,,,107.302,107.4,1,NDSP
W1,food,20190127,d,3d,-33,3,3,0.092,0.059,0.04,4260,3700,5810,2110,0.581,12.14,3291,,HJ,1,:,47.46,,,,107.457,107.55,0,NDSP
W1,food,20190127,d,2d,-35,2,2,0.085,0.047,0.03,5160,3350,5340,1980,0.512,11.48,3292,,HJ,1,:,48.01,,,,108.009,108.09,0,NDSP
W1,food,20190127,hd,1h2d,-31,3,3,0.089,0.062,0.07,3910,3310,6240,2920,0.522,12,3293,,HJ,4,:,30.42,,,,270.418,270.51,0,NDSP
W1,food,20190127,hd,1h3d,-31,4,2,0.091,.,0.07,5120,3400,6070,2670,0.539,12.14,3294,,HJ,15,:,10.44,,poor,,910.442,910.53,2,NDSP
W1,food,20190127,hd,1h3d,-31,4,3,0.089,0.056,0.03,4470,3480,5420,1930,0.565,13.91,3295,,HJ,15,:,10.59,,,,910.59,910.68,1,NDSP
W1,food,20190127,hd,1h3d,-31,4,4,0.076,0.053,0.03,5120,3350,5720,2360,0.57,10.56,3296,,HJ,15,:,10.73,,,,910.734,910.81,0,NDSP
W1,food,20190127,hd,1h2d,-31,3,2,0.085,.,0.059,6500,3530,7270,3740,0.57,12.31,3297,,HJ,25,:,41.71,,poor,,1541.713,1541.8,1,NDSP
W1,food,20190127,hd,1h2d,-31,3,3,0.085,0.047,0.07,6280,3440,6460,3010,0.635,11.55,3298,,HJ,25,:,41.85,,,,1541.847,1541.93,0,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,4,0.074,.,0.06,4040,3440,5940,2490,0.553,17.02,3299,,HJ,28,:,52.95,,,,1732.951,1733.03,5,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,5,0.089,0.04,0.02,4390,3440,5420,1980,0.535,12.58,3300,,HJ,28,:,53.07,,,,1733.066,1733.16,4,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,6,0.094,0.043,0.01,4130,3180,5940,2750,0.572,9.98,3301,,HJ,28,:,53.2,,,,1733.199,1733.29,3,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,7,0.088,0.04,0.03,4430,3350,6240,2880,0.571,10.09,3302,,HJ,28,:,53.33,,,,1733.334,1733.42,2,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,8,0.085,0.04,0.02,4170,3140,5850,2710,0.577,10.22,3303,,HJ,28,:,53.46,,,,1733.463,1733.55,1,NDSP
W1,food,20190127,ecd,2e1c6d,-31,9,9,0.087,0.046,0.01,4220,3140,5380,2230,0.525,10.78,3304,,HJ,28,:,53.6,,,,1733.595,1733.68,0,NDSP
W1,mask,20190127,hd,1h5d,-31,6,2,0.079,.,0.06,3960,3310,6330,3010,0.526,14.21,3305,,HJ,0,:,17.04,,,,17.044,17.12,4,NDSP
W1,mask,20190127,hd,1h5d,-31,6,3,0.076,0.043,0.02,4340,3700,5120,1420,0.633,15.52,3306,,HJ,0,:,17.17,,,,17.168,17.25,3,NDSP
W1,mask,20190127,hd,1h5d,-31,6,4,0.082,0.042,0.03,4300,3660,6020,2360,0.527,12.31,3307,,HJ,0,:,17.29,,,,17.287,17.37,2,NDSP
W1,mask,20190127,hd,1h5d,-31,6,5,0.076,0.052,0.02,4900,3740,6150,2410,0.54,9.18,3308,,HJ,0,:,17.42,,,,17.422,17.5,1,NDSP
W1,mask,20190127,hd,1h5d,-31,6,6,0.084,0.063,0.06,4340,3180,5080,1890,0.502,12.34,3309,,HJ,0,:,17.56,,,,17.562,17.65,0,NDSP
W1,mask,20190127,hd,1h3d,-31,4,2,0.085,.,0.07,4430,3270,6240,2970,0.5,13.06,3310,,HJ,0,:,22.46,,,,22.459,22.55,2,NDSP
W1,mask,20190127,hd,1h3d,-31,4,3,0.081,0.046,0.05,3870,3270,6240,2970,0.515,17.03,3311,,HJ,0,:,22.59,,,,22.591,22.67,1,NDSP
W1,mask,20190127,hd,1h3d,-31,4,4,0.085,0.062,0.03,4860,3700,6070,2360,0.532,10.46,3312,,HJ,0,:,22.74,,,,22.735,22.82,0,NDSP
W1,mask,20190127,hd,1h2d,-31,3,2,0.1,.,0.08,4950,3270,5160,1890,0.445,20.28,3313,,HJ,3,:,24.35,,poor,,204.345,204.45,1,NDSP
W1,mask,20190127,hd,1h2d,-31,3,3,0.1,0.053,0.03,4260,3230,6020,2790,0.584,9.58,3314,,HJ,3,:,24.5,,,,204.499,204.6,0,NDSP
WAR,easo,20190227,d,4d,-39,4,1,0.089,_,0.042,4220,3350,5590,2230,0.585,12.62,3315,,HEP,0,:,39.37,,,,39.373,39.463,3,NDSP
WAR,easo,20190227,d,4d,-39,4,2,0.089,0.034,0.076,3740,3350,4220,860,0.562,9.61,3316,,HEP,0,:,39.5,,,,39.498,39.588,2,NDSP
WAR,easo,20190227,d,4d,-39,4,3,0.095,0.029,0.039,4000,3270,5160,1890,0.571,11.3,3317,,HEP,0,:,39.62,,,,39.617,39.713,1,NDSP
WAR,easo,20190227,d,4d,-39,4,4,0.097,0.037,0.027,4000,3310,5160,1850,0.574,10.88,3318,,HEP,0,:,39.75,,,,39.751,39.848,0,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,4,0.089,0.042,0.066,4430,3610,5680,2060,0.512,11.74,3319,,HEP,0,:,44.69,,,,44.688,44.778,7,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,5,0.094,0.027,0.052,3870,3480,4690,1200,0.523,10.59,3320,,HEP,0,:,44.81,,,,44.805,44.9,6,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,6,0.088,0.043,0.072,4520,3780,4990,1200,0.503,9.67,3321,,HEP,0,:,44.94,,,,44.943,45.032,5,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,7,0.092,0.043,0.023,3910,3530,4730,1200,0.52,10.22,3322,,HEP,0,:,45.08,,,,45.075,45.168,4,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,8,0.092,0.056,0.066,4040,3660,4900,1240,0.484,12.26,3323,,HEP,0,:,45.23,,,,45.225,45.318,3,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,9,0.091,0.039,0.047,4090,3700,4690,990,0.488,14.12,3324,,HEP,0,:,45.36,,,,45.357,45.448,2,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,10,0.098,0.052,0.069,4170,3700,4650,940,0.465,9.75,3325,,HEP,0,:,45.5,,,,45.5,45.599,1,NDSP
WAR,easo,20190227,ebd,1e1b9d,-33,11,11,0.098,0.044,0.06,4090,3660,4900,1240,0.503,9.62,3326,,HEP,0,:,45.64,,,,45.644,45.743,0,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.092,0.039,0.076,4130,3610,5080,1460,0.5,14.83,3327,,HEP,0,:,47.32,,,,47.319,47.412,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.095,0.034,0.044,4090,3610,5080,1460,0.519,13.18,3328,,HEP,0,:,47.45,,,,47.447,47.542,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.089,0.039,0.075,4090,3570,4690,1110,0.417,12.48,3329,,HEP,0,:,47.58,,,,47.582,47.672,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.092,0.04,0.059,4090,3570,5210,1630,0.512,12.89,3330,,HEP,0,:,47.71,,,,47.712,47.805,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.094,0.043,0.039,4130,3610,5210,1590,0.504,10.54,3331,,HEP,0,:,47.85,,,,47.849,47.943,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.076,0.037,0.046,3960,3570,4780,1200,0.505,12.1,3332,,HEP,0,:,48.55,,,,48.547,48.624,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.084,0.039,0.066,3910,3780,5420,1630,0.55,8.3,3333,,HEP,0,:,48.66,,,,48.663,48.747,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.089,0.026,0.065,3780,3660,5030,1370,0.555,8.36,3334,,HEP,0,:,48.77,,,,48.773,48.863,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.1,0.037,0.081,3780,3660,4860,1200,0.499,11.09,3335,,HEP,0,:,48.9,,,,48.901,49.001,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.037,0.071,4470,3660,5380,1720,0.509,15.1,3336,,HEP,0,:,49.04,,,,49.039,49.136,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.042,0.085,4430,3740,5340,1590,0.547,9.4,3337,,HEP,0,:,49.18,,,,49.178,49.275,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.029,0.069,4430,3610,5340,1720,0.512,13.57,3338,,HEP,0,:,49.3,,,,49.304,49.401,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.105,0.047,0.082,4900,3660,5080,1420,0.487,12.64,3339,,HEP,0,:,49.45,,,,49.449,49.555,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.103,0.034,0.082,4860,3700,5420,1720,0.532,15.22,3340,,HEP,0,:,49.59,,,,49.59,49.693,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.101,0.04,0.06,4860,3660,5380,1720,0.531,12.6,3341,,HEP,0,:,49.73,,,,49.734,49.835,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.101,0.042,0.024,4340,3570,5590,2020,0.59,9.11,3342,,HEP,0,:,49.88,,,,49.877,49.979,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.095,0.056,0.066,4430,3610,5380,1760,0.567,11.34,3343,,HEP,0,:,50.04,,,,50.036,50.131,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.094,0.042,0.068,4340,3610,6370,2750,0.569,10.99,3344,,HEP,0,:,50.17,,,,50.173,50.268,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.088,0.044,0.037,4470,3610,5340,1720,0.543,11.9,3345,,HEP,0,:,50.31,,,,50.313,50.401,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.074,_,0.034,4560,3870,6070,2190,0.592,9.59,3346,,HEP,0,:,50.75,,,,50.753,50.827,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.094,0.031,0.023,4300,3780,5770,1980,0.575,8.5,3347,,HEP,0,:,50.86,,,,50.858,50.953,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.098,0.03,0.027,4300,3530,5550,2020,0.581,9.15,3348,,HEP,0,:,50.98,,,,50.983,51.082,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.036,0.056,4860,3660,6110,2450,0.503,13.7,3349,,HEP,0,:,51.12,,,,51.118,51.215,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.095,0.036,0.02,4220,3780,5550,1760,0.518,10.58,3350,,HEP,0,:,51.25,,,,51.252,51.348,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.095,0.04,0.018,4220,3740,5030,1290,0.553,9.32,3351,,HEP,0,:,51.39,,,,51.388,51.484,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.069,0.039,0.027,3780,3400,5640,2230,0.557,9.73,3352,,HEP,0,:,51.71,,,,51.705,51.774,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.085,0.039,0.055,3660,3570,5340,1760,0.572,10.9,3353,,HEP,0,:,51.81,,,,51.813,51.899,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.039,0.076,4820,3310,5380,2060,0.533,12.16,3354,,HEP,0,:,52.21,,,,52.208,52.305,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.097,0.036,0.047,4130,3610,5250,1630,0.487,11.68,3355,,HJ,0,:,53.37,,,,53.372,53.469,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-34,overlap,overlap,0.101,.,0.042,4820,3610,5210,1590,0.54,10.24,3356,,HJ,0,:,54.17,,,,54.172,54.273,#VALUE!,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,2,0.087,_,0.058,3780,3700,5460,1760,0.535,8.45,3357,,HEP,1,:,0.59,,,,60.595,60.682,8,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,3,0.088,0.027,0.069,3910,3530,4170,640,0.458,8.59,3358,,HEP,1,:,0.71,,,,60.71,60.798,7,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,4,0.088,0.034,0.055,3830,3740,4950,1200,0.516,9.43,3359,,HEP,1,:,0.83,,,,60.833,60.921,6,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,5,0.089,0.037,0.079,3960,3700,4860,1160,0.543,8.69,3360,,HEP,1,:,0.96,,,,60.959,61.049,5,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,6,0.088,0.03,0.078,3910,3830,4560,730,0.52,7.88,3361,,HEP,1,:,1.08,,,,61.08,61.168,4,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,7,0.092,0.046,0.078,3870,3740,5380,1630,0.556,10.74,3362,,HEP,1,:,1.22,,,,61.215,61.307,3,NDSP
WAR,easo,20190227,bd,1b9d,-34,10,8,0.089,0.039,0.044,4900,3700,5080,1370,0.506,12.45,3363,,HEP,1,:,1.35,,,,61.347,61.437,2,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.063,_,0.046,4430,3350,4600,1240,0.508,10.71,3364,,HEP,1,:,2.4,,,,62.402,62.466,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.082,0.039,0.036,3960,3870,5080,1200,0.513,8.7,3365,,HEP,1,:,2.51,,,,62.505,62.587,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.092,0.036,0.055,4040,3960,5030,1070,0.471,9.73,3366,,HEP,1,:,2.62,,,,62.624,62.717,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.098,0.033,0.049,4130,4000,4730,730,0.427,12.37,3367,,HEP,1,:,2.75,,,,62.75,62.849,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.1,0.037,0.052,4130,3660,5080,1420,0.504,10.86,3368,,HEP,1,:,2.89,,,,62.886,62.987,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.087,_,0.069,4390,3700,5340,1630,0.546,9.96,3369,,HEP,1,:,3.72,,,,63.721,63.808,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.094,0.052,0.076,4390,3660,5380,1720,0.544,11,3370,,HEP,1,:,3.86,,,,63.86,63.955,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.089,0.046,0.068,4430,3700,5640,1930,0.555,9.62,3371,,HEP,1,:,4,,,,64.001,64.091,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.082,0.042,0.03,4000,3610,6240,2620,0.619,8.96,3372,,HEP,1,:,4.13,,,,64.133,64.216,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-31,overlap,overlap,0.072,0.079,0.043,4000,3660,6280,2620,0.6,9.99,3373,,HEP,1,:,4.3,,,,64.296,64.368,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.078,_,0.037,3830,3700,5120,1420,0.564,10.25,3374,,HEP,1,:,7.31,,,,67.31,67.388,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.089,0.03,0.069,4000,3870,5030,1160,0.451,11.23,3375,,HEP,1,:,7.54,,,,67.536,67.626,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.059,_,0.043,4130,3660,5380,1720,0.511,11.22,3376,,HEP,1,:,8.74,,,,68.739,68.799,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.065,0.036,0.024,3960,3530,5160,1630,0.532,8.79,3377,,HEP,1,:,8.83,,,,68.835,68.9,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.071,0.047,0.047,4130,3700,5290,1590,0.533,9.41,3378,,HEP,1,:,8.95,,,,68.948,69.019,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.081,0.044,0.059,4130,3700,5290,1590,0.519,11.94,3379,,HEP,1,:,9.06,,,,69.064,69.146,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.088,0.058,0.047,4090,3700,4600,900,0.502,9.54,3380,,HEP,1,:,9.2,,,,69.204,69.292,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.076,0.043,0.027,4130,3740,5160,1420,0.526,11.07,3381,,HEP,1,:,9.34,,,,69.336,69.413,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.078,0.058,0.037,4090,3740,5210,1460,0.529,8.83,3382,,HEP,1,:,9.47,,,,69.471,69.549,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.085,_,0.059,4000,3570,5940,2360,0.532,9.36,3383,,HEP,1,:,9.9,,,,69.902,69.987,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.087,0.039,0.043,4040,3570,5080,1500,0.539,9.51,3384,,HEP,1,:,10.03,,,,70.027,70.114,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.091,0.037,0.058,4000,3610,5900,2280,0.488,11.38,3385,,HEP,1,:,10.15,,,,70.151,70.243,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.092,0.039,0.042,3910,3530,5850,2320,0.497,10.1,3386,,HEP,1,:,10.28,,,,70.282,70.375,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-30,overlap,overlap,0.094,0.046,0.056,4300,3780,5680,1890,0.487,12.96,3387,,HEP,1,:,10.42,,,,70.421,70.516,#VALUE!,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,3,0.079,0.027,0.071,3910,3480,4820,1330,0.527,10.25,3388,,HEP,1,:,12.16,,,,72.077,72.157,6,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,4,0.084,0.037,0.046,4090,3610,4990,1370,0.537,9.98,3389,,HEP,1,:,12.28,,,,72.195,72.279,5,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,5,0.088,0.033,0.06,4090,3660,4950,1290,0.456,12.61,3390,,HEP,1,:,12.4,,,,72.312,72.401,4,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,6,0.091,0.043,0.049,4130,3660,4990,1330,0.527,10.78,3391,,HEP,1,:,12.54,,,,72.444,72.536,3,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,7,0.087,0.046,0.059,4130,3700,4990,1290,0.471,11.57,3392,,HEP,1,:,12.67,,,,72.582,72.669,2,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,8,0.092,0.046,0.049,4130,3660,4650,990,0.497,11.67,3393,,HEP,1,:,12.81,,,,72.716,72.809,1,NDSP
WAR,easo,20190227,bd,1b8d,-35,9,9,0.079,0.046,0.056,4090,3660,4520,860,0.524,10.23,3394,,HEP,1,:,12.94,,,,72.855,72.935,0,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,2,0.084,_,0.047,4430,3570,4950,1370,0.479,11.17,3395,,HEP,1,:,14.38,,,,74.383,74.467,11,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,3,0.081,0.034,0.043,4000,3570,4990,1420,0.528,7.47,3396,,HEP,1,:,14.5,,,,74.502,74.583,10,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,4,0.085,0.03,0.062,3700,3610,4820,1200,0.506,10.83,3397,,HEP,1,:,14.61,,,,74.614,74.7,9,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,5,0.091,0.037,0.033,4000,3530,4950,1420,0.52,12.75,3398,,HEP,1,:,14.74,,,,74.737,74.829,8,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,6,0.091,0.04,0.05,4130,3780,4600,810,0.473,11.93,3399,,HEP,1,:,14.87,,,,74.869,74.961,7,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,7,0.097,0.031,0.081,3740,3660,5160,1500,0.526,12.01,3400,,HEP,1,:,14.99,,,,74.993,75.09,6,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,8,0.091,0.034,0.056,4220,3780,5120,1330,0.526,9.86,3401,,HEP,1,:,15.13,,,,75.125,75.216,5,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,9,0.087,0.044,0.027,3960,3570,5160,1590,0.52,10.79,3402,,HEP,1,:,15.26,,,,75.261,75.348,4,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,10,0.082,0.039,0.063,4040,3660,5030,1370,0.537,10.6,3403,,HEP,1,:,15.39,,,,75.387,75.47,3,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,11,0.078,0.052,0.042,4090,3610,4900,1290,0.532,11.1,3404,,HEP,1,:,15.52,,,,75.522,75.601,2,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,12,0.084,0.063,0.058,4090,3610,5210,1590,0.532,10.96,3405,,HEP,1,:,15.67,,,,75.665,75.749,1,NDSP
WAR,easo,20190227,bd,1b12d,-36,13,13,0.076,0.05,0.053,3960,3570,5550,1980,0.529,12.81,3406,,HEP,1,:,15.8,,,,75.8,75.877,0,NDSP
WAR,easo,20190227,overlap,overlap,-36,overlap,overlap,0.069,_,0.044,4390,3480,5850,2360,0.563,9.47,3407,,,1,:,17.68,,,,77.683,77.753,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-36,overlap,overlap,0.089,0.036,0.058,4040,3660,4990,1330,0.525,10.96,3408,,,1,:,17.79,,,,77.789,77.879,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-36,overlap,overlap,0.092,0.031,0.046,4000,3870,5900,2020,0.487,11.24,3409,,,1,:,17.91,,,,77.911,78.004,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.087,_,0.03,4000,3570,5030,1460,0.514,10.05,3410,,HEP,1,:,18.57,,,,78.573,78.66,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.089,0.047,0.042,4950,3530,5460,1930,0.5,11.59,3411,,HEP,1,:,18.71,,,,78.708,78.798,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.082,0.043,0.027,4000,3570,5160,1590,0.519,10.9,3412,,HEP,1,:,18.84,,,,78.841,78.924,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.084,0.046,0.031,4000,3530,5210,1670,0.539,9.37,3413,,HEP,1,:,18.97,,,,78.971,79.055,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.085,0.053,0.063,4860,3660,5080,1420,0.487,11.99,3414,,HEP,1,:,19.11,,,,79.108,79.194,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.078,0.063,0.059,4000,3530,5210,1670,0.533,9.91,3415,,HEP,1,:,19.26,,,,79.258,79.336,#VALUE!,NDSP
WAR,easo,20190227,overlap,overlap,-32,overlap,overlap,0.066,0.059,0.055,4000,3530,5160,1630,0.521,13.35,3416,,,1,:,19.4,,,,79.396,79.463,#VALUE!,NDSP
WAR,easo,20190227,bd,1b5d,-34,6,3,0.084,0.03,0.056,3700,3570,4730,1160,0.533,9.11,3417,,HEP,1,:,21.3,,,,81.297,81.381,3,NDSP
